<font size="7">请假</font>	<b><font size="5">qǐngjiǎ</font></b><br>to request leave of absence	textbook
<font size="7">一共</font>	<b><font size="5">yīgòng</font></b><br>altogether	textbook
<font size="7">邻居</font>	<b><font size="5">línjū</font></b><br>neighbor<br>next door<br>CL:個|个[ge4]	textbook
<font size="7">后来</font>	<b><font size="5">hòulái</font></b><br>afterwards<br>later	textbook
<font size="7">爱好</font>	<b><font size="5">àihǎo</font></b><br>to like<br>to take pleasure in<br>keen on<br>fond of<br>interest<br>hobby<br>appetite for<br>CL:個|个[ge4]	textbook
<font size="7">办法</font>	<b><font size="5">bànfǎ</font></b><br>means<br>method<br>way (of doing sth)<br>CL:條|条[tiao2],個|个[ge4]	textbook
<font size="7">饱</font>	<b><font size="5">bǎo</font></b><br>to eat till full<br>satisfied	textbook
<font size="7">为了</font>	<b><font size="5">wèile</font></b><br>in order to<br>for the purpose of<br>so as to	textbook
<font size="7">决定</font>	<b><font size="5">juédìng</font></b><br>to decide (to do something)<br>to resolve<br>decision<br>CL:個|个[ge4],項|项[xiang4]<br>certainly	textbook
<font size="7">选择</font>	<b><font size="5">xuǎnzé</font></b><br>to select<br>to pick<br>choice<br>option<br>alternative	textbook
<font size="7">冬</font>	<b><font size="5">dōng</font></b><br>(onom.) beating a drum<br>rat-a-tat	textbook
<font size="7">必须</font>	<b><font size="5">bìxū</font></b><br>to have to<br>must<br>compulsory<br>necessarily	textbook
<font size="7">根据</font>	<b><font size="5">gēnjù</font></b><br>according to<br>based on<br>basis<br>foundation<br>CL:個|个[ge4]	textbook
<font size="7">情况</font>	<b><font size="5">qíngkuàng</font></b><br>circumstances<br>state of affairs<br>situation<br>CL:個|个[ge4],種|种[zhong3]	textbook
<font size="7">口</font>	<b><font size="5">kǒu</font></b><br>mouth<br>classifier for things with mouths (people, domestic animals, cannons, wells etc)<br>classifier for bites or mouthfuls	textbook
<font size="7">渴</font>	<b><font size="5">kě</font></b><br>thirsty	textbook
