<font size="7">比赛</font>	<b><font size="5">bǐsài</font></b><br>competition (sports etc)<br>match<br>CL:場|场[chang3],次[ci4]	textbook
<font size="7">照片</font>	<b><font size="5">zhàopiàn</font></b><br>photograph<br>picture<br>CL:張|张[zhang1],套[tao4],幅[fu2]	textbook
<font size="7">年级</font>	<b><font size="5">niánjí</font></b><br>grade<br>year (in school, college etc)<br>CL:個|个[ge4]	textbook
<font size="7">又</font>	<b><font size="5">yòu</font></b><br>(once) again<br>also<br>both... and...<br>and yet<br>(used for emphasis) anyway	textbook
<font size="7">聪明</font>	<b><font size="5">cōngmíng</font></b><br>intelligent<br>clever<br>bright<br>smart<br>acute (of sight and hearing)	textbook
<font size="7">热情</font>	<b><font size="5">rèqíng</font></b><br>cordial<br>enthusiastic<br>passion<br>passionate<br>passionately	textbook
<font size="7">努力</font>	<b><font size="5">nǔlì</font></b><br>great effort<br>to strive<br>to try hard	textbook
<font size="7">总是</font>	<b><font size="5">zǒngshì</font></b><br>always	textbook
<font size="7">回答</font>	<b><font size="5">húidá</font></b><br>to reply<br>to answer<br>the answer<br>CL:個|个[ge4]	textbook
<font size="7">站</font>	<b><font size="5">zhàn</font></b><br>station<br>to stand<br>to halt<br>to stop<br>branch of a company or organization<br>website	textbook
<font size="7">饿</font>	<b><font size="5">è</font></b><br>to be hungry<br>hungry<br>to starve (sb)	textbook
<font size="7">超市</font>	<b><font size="5">chāoshì</font></b><br>supermarket<br>abbr. for 超級市場|超级市场<br>CL:家[jia1]	textbook
<font size="7">蛋糕</font>	<b><font size="5">dàngāo</font></b><br>cake<br>CL:塊|块[kuai4],個|个[ge4]	textbook
<font size="7">年轻</font>	<b><font size="5">niánqīng</font></b><br>young	textbook
<font size="7">认真</font>	<b><font size="5">rènzhēn</font></b><br>conscientious<br>earnest<br>serious<br>to take seriously<br>to take to heart	textbook
<font size="7">客人</font>	<b><font size="5">kèrén</font></b><br>visitor<br>guest<br>customer<br>client<br>CL:位[wei4]	textbook
