<font size="7">个子</font>	<b><font size="5">gèzǐ</font></b><br>height<br>stature<br>build<br>size	textbook
<font size="7">矮</font>	<b><font size="5">ǎi</font></b><br>low<br>short (in length)	textbook
<font size="7">历史</font>	<b><font size="5">lìshǐ</font></b><br>history<br>CL:門|门[men2],段[duan4]	textbook
<font size="7">体育</font>	<b><font size="5">tǐyù</font></b><br>sports<br>physical education	textbook
<font size="7">数学</font>	<b><font size="5">shùxué</font></b><br>mathematics<br>mathematical	textbook
<font size="7">方便</font>	<b><font size="5">fāngbiàn</font></b><br>convenient<br>suitable<br>to facilitate<br>to make things easy<br>having money to spare<br>(euphemism) to relieve oneself	textbook
<font size="7">自行车</font>	<b><font size="5">zìxíngchē</font></b><br>bicycle<br>bike<br>CL:輛|辆[liang4]	textbook
<font size="7">骑</font>	<b><font size="5">qí</font></b><br>to ride (an animal or bike)<br>to sit astride<br>classifier for saddle-horses	textbook
<font size="7">旧</font>	<b><font size="5">jìu</font></b><br>old<br>opposite: new 新<br>former<br>worn (with age)	textbook
<font size="7">换</font>	<b><font size="5">huàn</font></b><br>to exchange<br>to change (clothes etc)<br>to substitute<br>to switch<br>to convert (currency)	textbook
<font size="7">地方</font>	<b><font size="5">dìfāng</font></b><br>area<br>place<br>space<br>room<br>territory<br>CL:處|处[chu4],個|个[ge4],塊|块[kuai4]	textbook
<font size="7">中介</font>	<b><font size="5">zhōngjiè</font></b><br>to act as intermediary<br>to link<br>intermediate<br>inter-<br>agency<br>agent	textbook
<font size="7">主要</font>	<b><font size="5">zhǔyào</font></b><br>main<br>principal<br>major<br>primary	textbook
<font size="7">环境</font>	<b><font size="5">huánjìng</font></b><br>environment<br>circumstances<br>surroundings<br>CL:個|个[ge4]<br>ambient	textbook
<font size="7">附近</font>	<b><font size="5">fùjìn</font></b><br>(in the) vicinity<br>nearby<br>neighboring<br>next to	textbook
