<font size="7">留学</font>	<b><font size="5">líuxué</font></b><br>to study abroad	textbook
<font size="7">水平</font>	<b><font size="5">shǔipíng</font></b><br>level (of achievement etc)<br>standard<br>horizontal	textbook
<font size="7">提高</font>	<b><font size="5">tígāo</font></b><br>to raise<br>to increase<br>to improve	textbook
<font size="7">练习</font>	<b><font size="5">liànxí</font></b><br>to practice<br>exercise<br>drill<br>practice<br>CL:個|个[ge4]	textbook
<font size="7">完成</font>	<b><font size="5">wánchéng</font></b><br>to complete<br>to accomplish	textbook
<font size="7">句子</font>	<b><font size="5">jùzǐ</font></b><br>sentence<br>CL:個|个[ge4]	textbook
<font size="7">其他</font>	<b><font size="5">qítā</font></b><br>other<br>(sth or sb) else<br>the rest	textbook
<font size="7">发</font>	<b><font size="5">fā</font></b><br>hair<br>Taiwan pr. [fa3]	textbook
<font size="7">要求</font>	<b><font size="5">yàoqíu</font></b><br>to request<br>to require<br>to stake a claim<br>to ask<br>to demand<br>CL:點|点[dian3]	textbook
<font size="7">注意</font>	<b><font size="5">zhùyì</font></b><br>to take note of<br>to pay attention to	textbook
<font size="7">上网</font>	<b><font size="5">shàngwǎng</font></b><br>to go online<br>to connect to the Internet<br>(of a document etc) to be uploaded to the Internet<br>(tennis, volleyball etc) to move in close to the net	textbook
<font size="7">除了</font>	<b><font size="5">chúle</font></b><br>besides<br>apart from (... also...)<br>in addition to<br>except (for)	textbook
<font size="7">新闻</font>	<b><font size="5">xīnwén</font></b><br>news<br>CL:條|条[tiao2],個|个[ge4]	textbook
<font size="7">花</font>	<b><font size="5">huā</font></b><br>variant of 花[hua1]<br>flower<br>blossom<br>also pr. [wei3]	textbook
<font size="7">极</font>	<b><font size="5">jí</font></b><br>extremely<br>pole (geography, physics)<br>utmost<br>top	textbook
<font size="7">节日</font>	<b><font size="5">jiérì</font></b><br>holiday<br>festival<br>CL:個|个[ge4]	textbook
<font size="7">举行</font>	<b><font size="5">jǔxíng</font></b><br>to hold (a meeting, ceremony etc)	textbook
<font size="7">世界</font>	<b><font size="5">shìjiè</font></b><br>world<br>CL:個|个[ge4]	textbook
<font size="7">街道</font>	<b><font size="5">jiēdào</font></b><br>street<br>CL:條|条[tiao2]<br>subdistrict<br>residential district	textbook
<font size="7">各</font>	<b><font size="5">gè</font></b><br>each<br>every	textbook
<font size="7">文化</font>	<b><font size="5">wénhuà</font></b><br>culture<br>civilization<br>cultural<br>CL:個|个[ge4],種|种[zhong3]	textbook
