<font size="7">打扫</font>	<b><font size="5">dǎsǎo</font></b><br>to clean<br>to sweep	textbook
<font size="7">干净</font>	<b><font size="5">gānjìng</font></b><br>clean<br>neat	textbook
<font size="7">然后</font>	<b><font size="5">ránhòu</font></b><br>after<br>then (afterwards)<br>after that<br>afterwards	textbook
<font size="7">冰箱</font>	<b><font size="5">bīngxiāng</font></b><br>icebox<br>freezer cabinet<br>refrigerator<br>CL:臺|台[tai2],個|个[ge4]	textbook
<font size="7">洗澡</font>	<b><font size="5">xǐzǎo</font></b><br>to bathe<br>to take a shower	textbook
<font size="7">节目</font>	<b><font size="5">jiémù</font></b><br>program<br>item (on a program)<br>CL:臺|台[tai2],個|个[ge4],套[tao4]	textbook
<font size="7">月亮</font>	<b><font size="5">yuèliàng</font></b><br>the moon	textbook
<font size="7">像</font>	<b><font size="5">xiàng</font></b><br>to resemble<br>to be like<br>to look as if<br>such as<br>appearance<br>image<br>portrait<br>image under a mapping (math.)	textbook
<font size="7">盘子</font>	<b><font size="5">pánzǐ</font></b><br>tray<br>plate<br>dish<br>CL:個|个[ge4]	textbook
<font size="7">刮风</font>	<b><font size="5">guāfēng</font></b><br>to be windy	textbook
<font size="7">叔叔</font>	<b><font size="5">shūshū</font></b><br>father's younger brother<br>uncle<br>Taiwan pr. [shu2 shu5]<br>CL:個|个[ge4]	textbook
<font size="7">阿姨</font>	<b><font size="5">āyí</font></b><br>maternal aunt<br>step-mother<br>childcare worker<br>nursemaid<br>woman of similar age to one's parents (term of address used by child)<br>CL:個|个[ge4]	textbook
<font size="7">故事</font>	<b><font size="5">gùshì</font></b><br>narrative<br>story<br>tale	textbook
<font size="7">声音</font>	<b><font size="5">shēngyīn</font></b><br>voice<br>sound<br>CL:個|个[ge4]	textbook
<font size="7">菜单</font>	<b><font size="5">càidān</font></b><br>menu<br>CL:份[fen4],張|张[zhang1]	textbook
<font size="7">简单</font>	<b><font size="5">jiǎndān</font></b><br>simple<br>not complicated	textbook
<font size="7">香蕉</font>	<b><font size="5">xiāngjiāo</font></b><br>banana<br>CL:枝[zhi1],根[gen1],個|个[ge4],把[ba3]	textbook
