<font size="7">周末</font>	<b><font size="5">zhōumò</font></b><br>weekend	textbook
<font size="7">打算</font>	<b><font size="5">dǎsuàn</font></b><br>to plan<br>to intend<br>to calculate<br>plan<br>intention<br>calculation<br>CL:個|个[ge4]	textbook
<font size="7">啊</font>	<b><font size="5">a</font></b><br>modal particle ending sentence, showing affirmation, approval, or consent	textbook
<font size="7">跟</font>	<b><font size="5">gēn</font></b><br>heel<br>to follow closely<br>to go with<br>(of a woman) to marry sb<br>with<br>compared with<br>to<br>towards<br>and (joining two nouns)	textbook
<font size="7">一直</font>	<b><font size="5">yīzhí</font></b><br>straight (in a straight line)<br>continuously<br>always<br>from the beginning of ... up to ...<br>all along	textbook
<font size="7">游戏</font>	<b><font size="5">yóuxì</font></b><br>game<br>CL:場|场[chang3]<br>to play	textbook
<font size="7">作业</font>	<b><font size="5">zuòyè</font></b><br>school assignment<br>homework<br>work<br>task<br>operation<br>CL:個|个[ge4]<br>to operate	textbook
<font size="7">着急</font>	<b><font size="5">zháojí</font></b><br>to worry<br>to feel anxious<br>Taiwan pr. [zhao1 ji2]	textbook
<font size="7">复习</font>	<b><font size="5">fùxí</font></b><br>variant of 復習|复习[fu4 xi2]	textbook
<font size="7">南</font>	<b><font size="5">nán</font></b><br>south	textbook
<font size="7">北方</font>	<b><font size="5">běifāng</font></b><br>north<br>the northern part a country<br>China north of the Yellow River	textbook
<font size="7">面包</font>	<b><font size="5">miànbāo</font></b><br>bread<br>CL:片[pian4],袋[dai4],塊|块[kuai4]	textbook
<font size="7">带</font>	<b><font size="5">dài</font></b><br>band<br>belt<br>girdle<br>ribbon<br>tire<br>area<br>zone<br>region<br>CL:條|条[tiao2]<br>to wear<br>to carry<br>to take along<br>to bear (i.e. to have)<br>to lead<br>to bring<br>to look after<br>to raise	textbook
<font size="7">地图</font>	<b><font size="5">dìtú</font></b><br>map<br>CL:張|张[zhang1],本[ben3]	textbook
<font size="7">搬</font>	<b><font size="5">bān</font></b><br>to move (i.e. relocate oneself)<br>to move (sth relatively heavy or bulky)<br>to shift<br>to copy indiscriminately	textbook
