<font size="7">城市</font>	<b><font size="5">chéngshì</font></b><br>city<br>town<br>CL:座[zuo4]	textbook
<font size="7">如果</font>	<b><font size="5">rúguǒ</font></b><br>if<br>in case<br>in the event that	textbook
<font size="7">认为</font>	<b><font size="5">rènwèi</font></b><br>to believe<br>to think<br>to consider<br>to feel	textbook
<font size="7">皮鞋</font>	<b><font size="5">píxié</font></b><br>leather shoes	textbook
<font size="7">帽子</font>	<b><font size="5">màozǐ</font></b><br>hat<br>cap<br>(fig.) label<br>bad name<br>CL:頂|顶[ding3]	textbook
<font size="7">长</font>	<b><font size="5">cháng</font></b><br>chief<br>head<br>elder<br>to grow<br>to develop<br>to increase<br>to enhance	textbook
<font size="7">可爱</font>	<b><font size="5">kěài</font></b><br>adorable<br>cute<br>lovely	textbook
<font size="7">米</font>	<b><font size="5">mǐ</font></b><br>rice<br>CL:粒[li4]<br>meter (classifier)	textbook
<font size="7">公斤</font>	<b><font size="5">gōngjīn</font></b><br>kilogram (kg)	textbook
<font size="7">鼻子</font>	<b><font size="5">bízǐ</font></b><br>nose<br>CL:個|个[ge4],隻|只[zhi1]	textbook
<font size="7">头发</font>	<b><font size="5">tóufā</font></b><br>hair (on the head)	textbook
<font size="7">检查</font>	<b><font size="5">jiǎnchá</font></b><br>inspection<br>to examine<br>to inspect<br>CL:次[ci4]	textbook
<font size="7">刷牙</font>	<b><font size="5">shuāyá</font></b><br>to brush one's teeth	textbook
<font size="7">关系</font>	<b><font size="5">guānxì</font></b><br>variant of 關係|关系[guan1 xi5]	textbook
<font size="7">别人</font>	<b><font size="5">biérén</font></b><br>other people<br>others<br>other person	textbook
<font size="7">词语</font>	<b><font size="5">cíyǔ</font></b><br>word (general term including monosyllables through to short phrases)<br>term (e.g. technical term)<br>expression	textbook
