<font size="7">腿</font>	<b><font size="5">tǔi</font></b><br>hip bone<br>old variant of 腿[tui3]	textbook
<font size="7">疼</font>	<b><font size="5">téng</font></b><br>(it) hurts<br>sore<br>to love dearly	textbook
<font size="7">脚</font>	<b><font size="5">jiǎo</font></b><br>variant of 角[jue2]<br>role	textbook
<font size="7">树</font>	<b><font size="5">shù</font></b><br>tree<br>CL:棵[ke1]<br>to cultivate<br>to set up	textbook
<font size="7">容易</font>	<b><font size="5">róngyì</font></b><br>easy<br>likely<br>liable (to)	textbook
<font size="7">难</font>	<b><font size="5">nán</font></b><br>disaster<br>distress<br>to scold	textbook
<font size="7">太太</font>	<b><font size="5">tàitài</font></b><br>married woman<br>Mrs.<br>Madam<br>wife<br>CL:個|个[ge4],位[wei4]	textbook
<font size="7">秘书</font>	<b><font size="5">mìshū</font></b><br>secretary	textbook
<font size="7">经历</font>	<b><font size="5">jīnglì</font></b><br>experience<br>CL:個|个[ge4],次[ci4]<br>to experience<br>to go through	textbook
<font size="7">办公室</font>	<b><font size="5">bàngōngshì</font></b><br>office<br>business premises<br>bureau<br>CL:間|间[jian1]	textbook
<font size="7">辆</font>	<b><font size="5">liàng</font></b><br>classifier for vehicles	textbook
<font size="7">楼</font>	<b><font size="5">lóu</font></b><br>house with more than 1 story<br>storied building<br>floor<br>CL:層|层[ceng2],座[zuo4],棟|栋[dong4]	textbook
<font size="7">拿</font>	<b><font size="5">ná</font></b><br>to hold<br>to seize<br>to catch<br>to apprehend<br>to take<br>(used in the same way as 把[ba3]: to mark the following noun as a direct object)	textbook
<font size="7">把</font>	<b><font size="5">bǎ</font></b><br>handle	textbook
<font size="7">伞</font>	<b><font size="5">sǎn</font></b><br>damask silk<br>variant of 傘|伞[san3]	textbook
<font size="7">胖</font>	<b><font size="5">pàng</font></b><br>fat<br>plump	textbook
<font size="7">其实</font>	<b><font size="5">qíshí</font></b><br>actually<br>in fact<br>really	textbook
<font size="7">瘦</font>	<b><font size="5">shòu</font></b><br>thin<br>to lose weight<br>(of clothing) tight<br>(of meat) lean<br>(of land) unproductive	textbook
