<font size="7">耳朵</font>	<b><font size="5">ěrduǒ</font></b><br>ear<br>CL:隻|只[zhi1],個|个[ge4],對|对[dui4]<br>handle (on a cup)	textbook
<font size="7">脸</font>	<b><font size="5">liǎn</font></b><br>face<br>CL:張|张[zhang1],個|个[ge4]	textbook
<font size="7">短</font>	<b><font size="5">duǎn</font></b><br>short<br>brief<br>to lack<br>weak point<br>fault	textbook
<font size="7">吗</font>	<b><font size="5">ma</font></b><br>(question particle for "yes-no" questions)	textbook
<font size="7">长</font>	<b><font size="5">cháng</font></b><br>chief<br>head<br>elder<br>to grow<br>to develop<br>to increase<br>to enhance	textbook
<font size="7">为</font>	<b><font size="5">wèi</font></b><br>variant of 為|为[wei4], because of<br>for<br>to	textbook
<font size="7">蓝</font>	<b><font size="5">lán</font></b><br>blue<br>indigo plant	textbook
<font size="7">求</font>	<b><font size="5">qíu</font></b><br>to seek<br>to look for<br>to request<br>to demand<br>to beseech	textbook
<font size="7">过</font>	<b><font size="5">guò</font></b><br>(experienced action marker)	textbook
<font size="7">鸟</font>	<b><font size="5">niǎo</font></b><br>bird<br>CL:隻|只[zhi1],群[qun2]<br>(dialect) to pay attention to<br>(intensifier) damned<br>goddam	textbook
<font size="7">哭</font>	<b><font size="5">kū</font></b><br>to cry<br>to weep	textbook
<font size="7">船</font>	<b><font size="5">chuán</font></b><br>boat<br>vessel<br>ship<br>CL:條|条[tiao2],艘[sou1],隻|只[zhi1]	textbook
<font size="7">经过</font>	<b><font size="5">jīngguò</font></b><br>to pass<br>to go through<br>process<br>course<br>CL:個|个[ge4]	textbook
