<font size="7">还是</font>	<b><font size="5">huánshì</font></b><br>or<br>still<br>nevertheless<br>had better	textbook
<font size="7">爬山</font>	<b><font size="5">páshān</font></b><br>to climb a mountain<br>to mountaineer<br>hiking<br>mountaineering	textbook
<font size="7">小心</font>	<b><font size="5">xiǎoxīn</font></b><br>to be careful<br>to take care	textbook
<font size="7">条</font>	<b><font size="5">tiáo</font></b><br>strip<br>item<br>article<br>clause (of law or treaty)<br>classifier for long thin things (ribbon, river, road, trousers etc)	textbook
<font size="7">裤子</font>	<b><font size="5">kùzǐ</font></b><br>trousers<br>pants<br>CL:條|条[tiao2]	textbook
<font size="7">记得</font>	<b><font size="5">jìdé</font></b><br>to remember	textbook
<font size="7">衬衫</font>	<b><font size="5">chènshān</font></b><br>shirt<br>blouse<br>CL:件[jian4]	textbook
<font size="7">元</font>	<b><font size="5">yuán</font></b><br>currency unit (esp. Chinese yuan)<br>first<br>original<br>primary<br>fundamental<br>constituent<br>part<br>era (of a reign)<br>(math.) argument<br>variable<br>(Tw) (geology) eon	textbook
<font size="7">新鲜</font>	<b><font size="5">xīnxiān</font></b><br>fresh (experience, food etc)<br>freshness<br>novel<br>uncommon	textbook
<font size="7">甜</font>	<b><font size="5">tián</font></b><br>sweet	textbook
<font size="7">只</font>	<b><font size="5">zhǐ</font></b><br>classifier for birds and certain animals, one of a pair, some utensils, vessels etc	textbook
<font size="7">放</font>	<b><font size="5">fàng</font></b><br>to put<br>to place<br>to release<br>to free<br>to let go<br>to let out<br>to set off (fireworks)	textbook
<font size="7">饮料</font>	<b><font size="5">yǐnliào</font></b><br>drink<br>beverage	textbook
<font size="7">或者</font>	<b><font size="5">huòzhě</font></b><br>or<br>possibly<br>maybe<br>perhaps	textbook
<font size="7">舒服</font>	<b><font size="5">shūfú</font></b><br>comfortable<br>feeling well	textbook
<font size="7">话</font>	<b><font size="5">huà</font></b><br>old variant of 話|话[hua4]	textbook
<font size="7">绿</font>	<b><font size="5">lv̀</font></b><br>green	textbook
