<font size="7">提</font>	<b><font size="5">tí</font></b><br>to carry (hanging down from the hand)<br>to lift<br>to put forward<br>to mention<br>to raise (an issue)<br>upwards character stroke<br>lifting brush stroke (in painting)<br>scoop for measuring liquid	textbook
<font size="7">以为</font>	<b><font size="5">yǐwèi</font></b><br>to believe<br>to think<br>to consider<br>to be under the impression	textbook
<font size="7">份</font>	<b><font size="5">fèn</font></b><br>classifier for gifts, newspaper, magazine, papers, reports, contracts etc<br>variant of 分[fen4]	textbook
<font size="7">完全</font>	<b><font size="5">wánquán</font></b><br>complete<br>whole<br>totally<br>entirely	textbook
<font size="7">赚</font>	<b><font size="5">zhuàn</font></b><br>to cheat<br>to swindle	textbook
<font size="7">调查</font>	<b><font size="5">diàochá</font></b><br>investigation<br>inquiry<br>to investigate<br>to survey<br>survey<br>(opinion) poll<br>CL:項|项[xiang4],個|个[ge4]	textbook
<font size="7">原来</font>	<b><font size="5">yuánlái</font></b><br>original<br>former<br>originally<br>formerly<br>at first<br>so, actually, as it turns out	textbook
<font size="7">计划</font>	<b><font size="5">jìhuá</font></b><br>plan<br>project<br>program<br>to plan<br>to map out<br>CL:個|个[ge4],項|项[xiang4]	textbook
<font size="7">提前</font>	<b><font size="5">tíqián</font></b><br>to shift to an earlier date<br>to do sth ahead of time<br>in advance	textbook
<font size="7">保证</font>	<b><font size="5">bǎozhèng</font></b><br>guarantee<br>to guarantee<br>to ensure<br>to safeguard<br>to pledge<br>CL:個|个[ge4]	textbook
<font size="7">提醒</font>	<b><font size="5">tíxǐng</font></b><br>to remind<br>to call attention to<br>to warn of	textbook
<font size="7">乱</font>	<b><font size="5">luàn</font></b><br>in confusion or disorder<br>in a confused state of mind<br>disorder<br>upheaval<br>riot<br>illicit sexual relations<br>to throw into disorder<br>to mix up<br>indiscriminate<br>random<br>arbitrary	textbook
<font size="7">生意</font>	<b><font size="5">shēngyì</font></b><br>business<br>CL:筆|笔[bi3]	textbook
<font size="7">谈</font>	<b><font size="5">tán</font></b><br>to speak<br>to talk<br>to converse<br>to chat<br>to discuss	textbook
<font size="7">并</font>	<b><font size="5">bìng</font></b><br>variant of 並|并[bing4]	textbook
<font size="7">积累</font>	<b><font size="5">jīlèi</font></b><br>to accumulate<br>accumulation<br>cumulative<br>cumulatively	textbook
<font size="7">经验</font>	<b><font size="5">jīngyàn</font></b><br>experience<br>to experience	textbook
<font size="7">一切</font>	<b><font size="5">yīqiē</font></b><br>everything<br>every<br>all	textbook
<font size="7">按照</font>	<b><font size="5">ànzhào</font></b><br>according to<br>in accordance with<br>in the light of<br>on the basis of	textbook
<font size="7">成功</font>	<b><font size="5">chénggōng</font></b><br>success<br>to succeed<br>CL:次[ci4],個|个[ge4]	textbook
<font size="7">顺利</font>	<b><font size="5">shùnlì</font></b><br>smoothly<br>without a hitch	textbook
<font size="7">感谢</font>	<b><font size="5">gǎnxiè</font></b><br>(express) thanks<br>gratitude<br>grateful<br>thankful<br>thanks	textbook
<font size="7">消息</font>	<b><font size="5">xiāoxī</font></b><br>news<br>information<br>CL:條|条[tiao2]	textbook
<font size="7">按时</font>	<b><font size="5">ànshí</font></b><br>on time<br>before deadline<br>on schedule	textbook
<font size="7">奖金</font>	<b><font size="5">jiǎngjīn</font></b><br>premium<br>award money<br>bonus	textbook
<font size="7">工资</font>	<b><font size="5">gōngzī</font></b><br>wages<br>pay<br>CL:個|个[ge4],份[fen4],月[yue4]	textbook
<font size="7">方法</font>	<b><font size="5">fāngfǎ</font></b><br>method<br>way<br>means<br>CL:個|个[ge4]	textbook
<font size="7">知识</font>	<b><font size="5">zhīshì</font></b><br>knowledge<br>CL:門|门[men2]<br>intellectual	textbook
<font size="7">不得不</font>	<b><font size="5">bùdébù</font></b><br>have no choice or option but to<br>cannot but<br>have to<br>can't help it<br>can't avoid	textbook
<font size="7">甚至</font>	<b><font size="5">shénzhì</font></b><br>even<br>so much so that	textbook
<font size="7">责任</font>	<b><font size="5">zérèn</font></b><br>responsibility<br>blame<br>duty<br>CL:個|个[ge4]	textbook
<font size="7">逛</font>	<b><font size="5">guàng</font></b><br>to stroll<br>to visit	
<font size="7">交</font>	<b><font size="5">jiāo</font></b><br>to hand over<br>to deliver<br>to pay (money)<br>to turn over<br>to make friends<br>to intersect (lines)	
<font size="7">正好</font>	<b><font size="5">zhènghǎo</font></b><br>just (in time)<br>just right<br>just enough<br>to happen to<br>to chance to<br>by chance<br>it just so happens that	
<font size="7">平时</font>	<b><font size="5">píngshí</font></b><br>ordinarily<br>in normal times<br>in peacetime	
<font size="7">毕业</font>	<b><font size="5">bìyè</font></b><br>graduation<br>to graduate<br>to finish school	
<font size="7">几乎</font>	<b><font size="5">jīhū</font></b><br>almost<br>nearly<br>practically	
<font size="7">差不多</font>	<b><font size="5">chàbùduō</font></b><br>almost<br>nearly<br>more or less<br>about the same<br>good enough<br>not bad	
<font size="7">聚会</font>	<b><font size="5">jùhùi</font></b><br>party<br>gathering<br>to meet<br>to get together	
<font size="7">适应</font>	<b><font size="5">shìyìng</font></b><br>to adapt<br>to fit<br>to suit	
<font size="7">剑</font>	<b><font size="5">jiàn</font></b><br>variant of 劍|剑[jian4]	
<font size="7">当然</font>	<b><font size="5">dāngrán</font></b><br>only natural<br>as it should be<br>certainly<br>of course<br>without doubt	
<font size="7">节日</font>	<b><font size="5">jiérì</font></b><br>holiday<br>festival<br>CL:個|个[ge4]	
<font size="7">习惯</font>	<b><font size="5">xíguàn</font></b><br>habit<br>custom<br>usual practice<br>to be used to<br>CL:個|个[ge4]	
<font size="7">讲讲</font>	<b><font size="5">jiǎngjiǎng</font></b><br>Not Found	
<font size="7">参加</font>	<b><font size="5">cānjiā</font></b><br>to participate<br>to take part<br>to join	
<font size="7">专门</font>	<b><font size="5">zhuānmén</font></b><br>specialist<br>specialized<br>customized	
<font size="7">毕业</font>	<b><font size="5">bìyè</font></b><br>graduation<br>to graduate<br>to finish school	
<font size="7">个子</font>	<b><font size="5">gèzǐ</font></b><br>height<br>stature<br>build<br>size	
