<font size="7">适应</font>	<b><font size="5">shìyìng</font></b><br>to adapt<br>to fit<br>to suit	textbook
<font size="7">交</font>	<b><font size="5">jiāo</font></b><br>to hand over<br>to deliver<br>to pay (money)<br>to turn over<br>to make friends<br>to intersect (lines)	textbook
<font size="7">平时</font>	<b><font size="5">píngshí</font></b><br>ordinarily<br>in normal times<br>in peacetime	textbook
<font size="7">逛</font>	<b><font size="5">guàng</font></b><br>to stroll<br>to visit	textbook
<font size="7">短信</font>	<b><font size="5">duǎnxìn</font></b><br>text message<br>SMS	textbook
<font size="7">正好</font>	<b><font size="5">zhènghǎo</font></b><br>just (in time)<br>just right<br>just enough<br>to happen to<br>to chance to<br>by chance<br>it just so happens that	textbook
<font size="7">聚会</font>	<b><font size="5">jùhùi</font></b><br>party<br>gathering<br>to meet<br>to get together	textbook
<font size="7">联系</font>	<b><font size="5">liánxì</font></b><br>connection<br>contact<br>relation<br>to get in touch with<br>to integrate<br>to link<br>to touch	textbook
<font size="7">差不多</font>	<b><font size="5">chàbùduō</font></b><br>almost<br>nearly<br>more or less<br>about the same<br>good enough<br>not bad	textbook
<font size="7">专门</font>	<b><font size="5">zhuānmén</font></b><br>specialist<br>specialized<br>customized	textbook
<font size="7">毕业</font>	<b><font size="5">bìyè</font></b><br>graduation<br>to graduate<br>to finish school	textbook
<font size="7">麻烦</font>	<b><font size="5">máfán</font></b><br>inconvenient<br>troublesome<br>annoying<br>to trouble or bother sb<br>to put sb to trouble	textbook
<font size="7">好像</font>	<b><font size="5">hǎoxiàng</font></b><br>as if<br>to seem like	textbook
<font size="7">重新</font>	<b><font size="5">zhòngxīn</font></b><br>again<br>once more<br>re-	textbook
<font size="7">尽管</font>	<b><font size="5">jǐnguǎn</font></b><br>despite<br>although<br>even though<br>in spite of<br>unhesitatingly<br>do not hesitate (to ask, complain etc)<br>(go ahead and do it) without hesitating	textbook
<font size="7">真正</font>	<b><font size="5">zhēnzhèng</font></b><br>genuine<br>real<br>true<br>genuinely	textbook
<font size="7">友谊</font>	<b><font size="5">yǒuyí</font></b><br>companionship<br>fellowship<br>friendship	textbook
<font size="7">理解</font>	<b><font size="5">lǐjiě</font></b><br>to comprehend<br>to understand<br>comprehension<br>understanding	textbook
<font size="7">镜子</font>	<b><font size="5">jìngzǐ</font></b><br>mirror<br>CL:面[mian4],個|个[ge4]	textbook
<font size="7">而</font>	<b><font size="5">ér</font></b><br>and<br>as well as<br>and so<br>but (not)<br>yet (not)<br>(indicates causal relation)<br>(indicates change of state)<br>(indicates contrast)	textbook
<font size="7">当</font>	<b><font size="5">dāng</font></b><br>at or in the very same...<br>suitable<br>adequate<br>fitting<br>proper<br>to replace<br>to regard as<br>to think<br>to pawn<br>(coll.) to fail (a student)	textbook
<font size="7">困难</font>	<b><font size="5">kùnnán</font></b><br>difficult<br>challenging<br>straitened circumstances<br>difficult situation	textbook
<font size="7">及时</font>	<b><font size="5">jíshí</font></b><br>in time<br>promptly<br>without delay<br>timely	textbook
<font size="7">陪</font>	<b><font size="5">péi</font></b><br>to accompany<br>to keep sb company<br>to assist<br>old variant of 賠|赔[pei2]	textbook
<font size="7">刚</font>	<b><font size="5">gāng</font></b><br>hard<br>firm<br>strong<br>just<br>barely<br>exactly	
<font size="7">刚才</font>	<b><font size="5">gāngcái</font></b><br>(just) a moment ago	
<font size="7">即使</font>	<b><font size="5">jíshǐ</font></b><br>even if<br>even though	
<font size="7">亮</font>	<b><font size="5">liàng</font></b><br>bright<br>clear<br>resonant<br>to shine<br>to show<br>to reveal	
<font size="7">羡慕</font>	<b><font size="5">xiànmù</font></b><br>to envy<br>to admire	
<font size="7">别人</font>	<b><font size="5">biérén</font></b><br>other people<br>others<br>other person	
<font size="7">越来</font>	<b><font size="5">yuèlái</font></b><br>Not Found	
<font size="7">减肥</font>	<b><font size="5">jiǎnféi</font></b><br>to lose weight	
<font size="7">熟悉</font>	<b><font size="5">shúxī</font></b><br>to be familiar with<br>to know well	
<font size="7">生活</font>	<b><font size="5">shēnghuó</font></b><br>life<br>activity<br>to live<br>livelihood	
<font size="7">浪漫</font>	<b><font size="5">làngmàn</font></b><br>romantic	
<font size="7">够</font>	<b><font size="5">gòu</font></b><br>enough (sufficient)<br>enough (too much)<br>(coll.) (before adj.) really<br>(coll.) to reach by stretching out	
<font size="7">接受</font>	<b><font size="5">jiēshòu</font></b><br>to accept<br>to receive	
<font size="7">痛苦</font>	<b><font size="5">tòngkǔ</font></b><br>pain<br>suffering<br>painful<br>CL:個|个[ge4]	
<font size="7">新鲜</font>	<b><font size="5">xīnxiān</font></b><br>fresh (experience, food etc)<br>freshness<br>novel<br>uncommon	
<font size="7">约会</font>	<b><font size="5">yuēhùi</font></b><br>appointment<br>engagement<br>date<br>CL:次[ci4],個|个[ge4]<br>to arrange to meet	
<font size="7">理解</font>	<b><font size="5">lǐjiě</font></b><br>to comprehend<br>to understand<br>comprehension<br>understanding	
<font size="7">结婚</font>	<b><font size="5">jiéhūn</font></b><br>to marry<br>to get married<br>CL:次[ci4]	
<font size="7">会议室</font>	<b><font size="5">hùiyìshì</font></b><br>meeting room<br>conference room	
<font size="7">邮箱</font>	<b><font size="5">yóuxiāng</font></b><br>mailbox<br>post office box	
<font size="7">环境</font>	<b><font size="5">huánjìng</font></b><br>environment<br>circumstances<br>surroundings<br>CL:個|个[ge4]<br>ambient	
<font size="7">遇到</font>	<b><font size="5">yùdào</font></b><br>to meet<br>to run into<br>to come across	
<font size="7">达到</font>	<b><font size="5">dádào</font></b><br>to reach<br>to achieve<br>to attain	
<font size="7">运气</font>	<b><font size="5">yùnqì</font></b><br>luck (good or bad)	
<font size="7">变老</font>	<b><font size="5">biànlǎo</font></b><br>Not Found	
